cat_bin_balanced,cat_bin_moderate,cat_bin_severe,cat_multi_balanced,cat_multi_moderate,cat_multi_severe,cont_normal,cont_right_skew_1_2,cont_right_skew_gt1,cont_right_skew_gt5,cont_left_skew_1_2,cont_left_skew_gt1,cont_left_skew_gt5,cont_mild_right_skew_exp,cont_uniform
1,0,0,2,0,0,0.8894134565245253,2.40683015799318,4.0689612508348505,16.55644566079551,-2.40683015799318,-4.0689612508348505,-16.55644566079551,0.1656573396364638,-0.4201867435690485
0,0,0,0,0,0,-0.09921173522605088,2.908391007918789,0.3428768641083571,0.11756454394078081,-2.908391007918789,-0.3428768641083571,-0.11756454394078081,0.10093060412142116,-0.9372167601602048
1,0,0,0,2,0,0.3991032052982532,3.45733106566153,1.297526260435474,1.683574396519666,-3.45733106566153,-1.297526260435474,-1.683574396519666,0.1408125554392884,0.6921009943569649
0,1,0,1,1,0,-0.541600301433921,0.49888078802495156,0.5762036205880184,0.33201061237874113,-0.49888078802495156,-0.5762036205880184,-0.33201061237874113,0.011993772925852844,-0.9353422683103345
0,0,0,1,1,0,0.5720957235984819,1.0347473640252363,0.984267619379111,0.9687827465582224,-1.0347473640252363,-0.984267619379111,-0.9687827465582224,1.839961971886946,0.4999662481666387
0,0,0,1,0,1,0.3757302976123567,0.27703284679128276,1.4619959582634066,2.1374321819785367,-0.27703284679128276,-1.4619959582634066,-2.1374321819785367,1.1917894570072738,-0.23602288200283805
0,1,0,3,0,0,0.8658170031798195,1.0594116625525147,0.21333722848801523,0.04551277305894762,-1.0594116625525147,-0.21333722848801523,-0.04551277305894762,1.5517266196056598,0.19737562100930028
1,1,0,3,0,0,0.7134604624444878,0.36993464525546427,0.4520408973169603,0.20434097284712266,-0.36993464525546427,-0.4520408973169603,-0.20434097284712266,0.6673449711182791,-0.5046439986196753
0,0,0,0,1,0,0.5887356228811461,2.9946139597322428,0.3248548323682852,0.10553066211302671,-2.9946139597322428,-0.3248548323682852,-0.10553066211302671,0.003458439688044771,-0.6892006675358537
0,0,0,2,2,0,-0.09841740865778026,1.7700901636167607,0.8312070090445356,0.6909050918847627,-1.7700901636167607,-0.8312070090445356,-0.6909050918847627,0.6185075325780383,0.06677600166989484
1,0,0,0,0,0,0.24493922704446816,0.2102940722340886,0.5763283849561481,0.33215440730616214,-0.2102940722340886,-0.5763283849561481,-0.33215440730616214,0.06379640799988999,0.3912353899082872
1,0,0,0,0,0,1.0635089284515264,1.673720857150746,3.3604826983723077,11.292843966059626,-1.673720857150746,-3.3604826983723077,-11.292843966059626,1.9253604485596787,-0.6090134101097069
0,0,0,3,1,0,-0.6520745694027944,1.1804810747585956,0.6172153815886309,0.3809548272695992,-1.1804810747585956,-0.6172153815886309,-0.3809548272695992,0.03163908521131258,-0.1272821051348716
1,0,0,3,0,0,-0.6284077786968656,1.4331804199154912,3.9390815620000152,15.516363552088478,-1.4331804199154912,-3.9390815620000152,-15.516363552088478,0.37696148481882474,-0.11069005941720866
0,1,0,0,2,0,0.18143139795036198,0.813769467543846,0.7225278213804883,0.5220464526688349,-0.813769467543846,-0.7225278213804883,-0.5220464526688349,1.80915287002999,-0.5680417018410744
1,1,0,0,0,0,0.41527969026545347,0.5238512847349482,1.2425026560323214,1.5438128502473731,-0.5238512847349482,-1.2425026560323214,-1.5438128502473731,1.5271582966380752,0.1300988925042621
1,0,0,2,0,0,-0.8241064992640045,0.48445503872443957,1.0323855167758778,1.0658198552485965,-0.48445503872443957,-1.0323855167758778,-1.0658198552485965,1.718001761650425,-0.7081286264365987
0,0,1,2,0,0,-0.07476256341330836,1.5047541720791051,1.0092572402348086,1.0186001769663824,-1.5047541720791051,-1.0092572402348086,-1.0186001769663824,0.9989850013989147,0.019498346637160102
1,0,1,3,2,0,-0.09399877422878479,2.1251631404572957,0.4058618668658937,0.16472385497586844,-2.1251631404572957,-0.4058618668658937,-0.16472385497586844,0.22020332903505715,-0.773136977268001
0,1,1,3,0,0,-2.2152801156034707,1.3195485053969804,1.3070469818227988,1.7083718126920877,-1.3195485053969804,-1.3070469818227988,-1.7083718126920877,1.5225233492442092,-0.028915182289725117
0,0,0,0,0,0,-0.21959398925875973,0.39215744035895056,1.359494906998173,1.8482264021539714,-0.39215744035895056,-1.359494906998173,-1.8482264021539714,1.9713460246399352,-0.37680189024888633
1,0,0,0,0,0,-0.1573178328484663,1.189110888096689,1.209574217344204,1.4630697872638434,-1.189110888096689,-1.209574217344204,-1.4630697872638434,1.9983241196662924,-0.09550741583693001
1,0,0,1,2,0,-0.16029294282301915,3.5398218186776744,1.6439951384592721,2.702720015277721,-3.5398218186776744,-1.6439951384592721,-2.702720015277721,1.6167833693073608,-0.13250128111365167
0,0,0,3,1,0,1.4159142745772682,0.6546874587190755,0.5192361772349602,0.26960620774957494,-0.6546874587190755,-0.5192361772349602,-0.26960620774957494,1.0701661031741352,0.8158662456371857
1,0,1,3,1,1,-1.2157982985088753,0.5388621439746224,0.788152748666308,0.6211847552302565,-0.5388621439746224,-0.788152748666308,-0.6211847552302565,2.277931066684168,-0.020128800087074517
0,1,0,3,1,0,-0.8246225712046127,0.9936500508546826,0.5890464925274015,0.34697577035883403,-0.9936500508546826,-0.5890464925274015,-0.34697577035883403,1.5854786286542568,0.6369978077537488
0,0,0,0,2,0,-2.612195798319334,2.6094802411763367,0.25580591661887087,0.06543666697722071,-2.6094802411763367,-0.25580591661887087,-0.06543666697722071,0.07011891102397619,-0.5486952141765695
1,0,1,0,2,0,-0.4809166661741407,0.6912471516494667,1.3418228920629867,1.8004886736642773,-0.6912471516494667,-1.3418228920629867,-1.8004886736642773,0.3480318561307478,-0.2958344107314823
1,0,0,0,0,0,-0.39564355412600094,0.6989225277718786,0.6014625330677061,0.36175717868422147,-0.6989225277718786,-0.6014625330677061,-0.36175717868422147,0.42333200746889094,-0.8498212387336181
1,0,0,0,0,0,-0.5099771763342562,1.5475762776855984,0.9397171008702923,0.883068229668067,-1.5475762776855984,-0.9397171008702923,-0.883068229668067,1.990277004464349,-0.1585044103570128
1,0,1,3,1,0,1.10767733948376,0.2975816011412519,6.048523970048338,36.584642216249314,-0.2975816011412519,-6.048523970048338,-36.584642216249314,0.8222010008181514,0.337399774149862
1,1,0,2,2,0,0.8606175223369632,0.18283727902023902,1.2023144687585396,1.4455600817861296,-0.18283727902023902,-1.2023144687585396,-1.4455600817861296,0.05388423557820185,0.6763340682187924
0,0,1,2,0,2,0.07785672426730414,5.762835096295237,1.089733008727563,1.1875180303104267,-5.762835096295237,-1.089733008727563,-1.1875180303104267,0.11080780880704624,0.1318298235983104
1,0,0,0,1,0,-0.37061305353986224,4.501514097832841,2.361168505113193,5.575116709538472,-4.501514097832841,-2.361168505113193,-5.575116709538472,0.3730833287127014,0.280145339186157
1,0,0,1,1,0,1.0261896681068639,1.0936247476254621,2.7103645079923755,7.346075766184752,-1.0936247476254621,-2.7103645079923755,-7.346075766184752,0.2470496870976573,-0.6454658447661037
0,0,0,3,2,0,-0.01975785983585163,2.1824035354853306,4.264454015725541,18.18556805223769,-2.1824035354853306,-4.264454015725541,-18.18556805223769,0.17654086470787728,-0.9255879235331212
0,0,0,0,0,1,-0.8182700389184578,0.7978154155995184,0.6588975768689602,0.4341460168037874,-0.7978154155995184,-0.6588975768689602,-0.4341460168037874,0.315544270713442,0.583376290354632
1,0,0,0,0,0,-1.7162486774845516,0.4444214136721627,4.206992212581129,17.698783476718262,-0.4444214136721627,-4.206992212581129,-17.698783476718262,1.079737257437417,-0.6659235851174272
0,0,0,1,0,0,-0.44131449389568267,1.7978829031093337,0.9002468832809426,0.810444450857051,-1.7978829031093337,-0.9002468832809426,-0.810444450857051,1.2259273123537588,-0.8176609289344952
1,0,0,1,0,0,0.7546436171726086,0.8800298526447454,0.39590482623630135,0.156740631437196,-0.8800298526447454,-0.39590482623630135,-0.156740631437196,2.5939055196324508,0.8751246418131906
1,0,0,0,0,0,2.2765386895430897,0.8391795091468843,0.4756309440576089,0.2262247949451323,-0.8391795091468843,-0.4756309440576089,-0.2262247949451323,0.8005710967685626,0.9270427281183531
0,1,1,1,1,0,0.06161034618947592,0.30033296900260936,2.4260817379205175,5.885872599071439,-0.30033296900260936,-2.4260817379205175,-5.885872599071439,0.3974098553623495,0.2325145832049893
1,0,0,2,1,0,-0.7653555151203043,0.2193096224860894,1.8404925953472224,3.3874129935279544,-0.2193096224860894,-1.8404925953472224,-3.3874129935279544,0.5324605450542383,-0.24272545462541317
0,0,0,0,2,0,-1.184965208284214,0.5272666322068031,2.789937178253093,7.783749458598829,-0.5272666322068031,-2.789937178253093,-7.783749458598829,0.04326780253213792,0.6664790819281039
0,0,0,0,1,0,0.5519548963055988,3.2061090610530925,0.4783275308723003,0.22879722679039138,-3.2061090610530925,-0.4783275308723003,-0.22879722679039138,0.38918067572338044,-0.5905600813291751
1,0,0,0,2,0,-1.7646160523842684,5.50838205550587,0.7619822917562655,0.5806170129501306,-5.50838205550587,-0.7619822917562655,-0.5806170129501306,0.21745481709868705,-0.14121534514063616
1,0,0,3,1,0,0.5503451014048882,1.3022200294221113,0.3835928052405168,0.14714344023228906,-1.3022200294221113,-0.3835928052405168,-0.14714344023228906,0.13036188322694267,-0.2859654019987965
1,0,0,3,2,0,0.8177116062629123,0.24568922972741986,0.2058786026937017,0.04238599904711108,-0.24568922972741986,-0.2058786026937017,-0.04238599904711108,0.4725316811315532,0.8253999814833632
0,0,1,2,1,0,0.43627945323286405,0.7389518936120488,0.9856531308565284,0.9715120943672767,-0.7389518936120488,-0.9856531308565284,-0.9715120943672767,0.14019321754671835,0.8395548307245473
0,1,0,1,0,0,-0.21966167193855743,0.7386678954769726,3.5471898538180597,12.582555859029789,-0.7386678954769726,-3.5471898538180597,-12.582555859029789,0.06965399407425706,0.30177185264733275
0,0,0,3,0,0,0.5649406535468146,6.056040224743884,2.4343254609406664,5.9259404497839885,-6.056040224743884,-2.4343254609406664,-5.9259404497839885,0.9435572424876061,-0.7785197194546163
0,0,0,2,0,0,0.17093837112829996,0.0696223180219811,0.5370048149355042,0.2883741712639151,-0.0696223180219811,-0.5370048149355042,-0.2883741712639151,1.4396500222206186,-0.03561442068339504
1,1,0,0,2,0,-0.7781238418605918,1.3830992988923008,2.5446060030537385,6.475019710777122,-1.3830992988923008,-2.5446060030537385,-6.475019710777122,0.5785221798338837,-0.5093432675518865
0,0,0,2,0,0,1.8504123223750257,0.2707196618530118,0.6303862236006569,0.3973867909054974,-0.2707196618530118,-0.6303862236006569,-0.3973867909054974,0.004511336177311732,0.7698313263689638
1,0,0,3,0,0,-0.3516793796105163,0.09927794783778104,1.2836267245152868,1.6476975678898442,-0.09927794783778104,-1.2836267245152868,-1.6476975678898442,0.45515628353763316,-0.7231944019675962
0,0,0,2,0,0,0.7757523004499094,3.548795282987193,1.9378737182388106,3.7553545478407133,-3.548795282987193,-1.9378737182388106,-3.7553545478407133,0.05016756204303875,-0.8913794482785853
0,0,0,3,2,0,-2.4186142826957147,6.4171852884373415,0.7217557438959863,0.5209313538468486,-6.4171852884373415,-0.7217557438959863,-0.5209313538468486,1.0814372875689071,0.4088580671001565
1,0,0,3,2,0,1.276470882780929,0.2247336187644584,0.4927713794637943,0.24282363241865074,-0.2247336187644584,-0.4927713794637943,-0.24282363241865074,1.9760614637829153,-0.09342785006369425
0,0,0,2,1,0,1.4687637446545818,0.39899073063823537,1.6815065057427354,2.827464128855144,-0.39899073063823537,-1.6815065057427354,-2.827464128855144,0.8326741262375964,0.676729775206169
0,1,0,0,0,0,0.029833787126638218,0.743187713711444,0.8678273736373201,0.7531243504342489,-0.743187713711444,-0.8678273736373201,-0.7531243504342489,0.2554239020565874,-0.8507407376613765
1,1,0,3,0,0,0.5587710347377585,0.8676453314912687,0.6430912274749739,0.4135663268552686,-0.8676453314912687,-0.6430912274749739,-0.4135663268552686,2.570937993134178,0.602152265215685
1,0,0,2,0,0,0.5585151816075627,0.8287232588858431,1.6610283046094463,2.759015028713731,-0.8287232588858431,-1.6610283046094463,-2.759015028713731,1.0629553831063125,-0.9253304943116833
0,1,0,2,0,0,-0.6427835696407243,0.6453037366403869,0.8419989227076795,0.7089621858408929,-0.6453037366403869,-0.8419989227076795,-0.7089621858408929,0.0765128567639666,-0.9438599761720861
0,0,0,0,0,0,0.5471223054393403,2.535933087833963,1.3583797690791155,1.8451955970434313,-2.535933087833963,-1.3583797690791155,-1.8451955970434313,0.21146295755074254,-0.07736849653794065
1,0,0,0,0,2,-0.8086304698725554,6.738394947241406,0.4618629434614188,0.21331737854284574,-6.738394947241406,-0.4618629434614188,-0.21331737854284574,1.2672136558772527,-0.5574174206386964
1,0,0,1,0,0,-0.6087569236453261,0.6001986076871896,1.7846490392669654,3.1849721933565025,-0.6001986076871896,-1.7846490392669654,-3.1849721933565025,0.21837279964978015,0.18743741401306124
1,0,0,2,0,0,1.1269431432122987,0.48980801089854437,0.4689156862938264,0.2198819208524102,-0.48980801089854437,-0.4689156862938264,-0.2198819208524102,0.6850459321210112,-0.9483660115770591
0,0,0,2,2,0,0.9746576907002027,0.24826045752503348,0.7345320687352557,0.5395373600004945,-0.24826045752503348,-0.7345320687352557,-0.5395373600004945,0.46105796865449217,-0.9292209152740429
0,0,0,3,0,0,-0.7063755021157926,2.2316262162284146,0.22373091922533292,0.050055524217412446,-2.2316262162284146,-0.22373091922533292,-0.050055524217412446,0.3364206059064223,0.4542969923438809
0,0,0,1,3,0,-0.7335763435010406,2.4244836595299777,2.5273811214685984,6.38765533315587,-2.4244836595299777,-2.5273811214685984,-6.38765533315587,0.12287267662987787,-0.5796696750153767
1,0,0,2,0,0,-0.6455966024576721,0.37018589044404104,1.077782295857481,1.161614677263823,-0.37018589044404104,-1.077782295857481,-1.161614677263823,1.1635624485260487,0.31283424732146714
1,0,0,3,1,0,0.7326395664654908,0.6936928038689782,1.4480475533273478,2.096841716697318,-0.6936928038689782,-1.4480475533273478,-2.096841716697318,0.9495687006964985,0.49984432300151704
1,0,0,0,0,2,-0.9999847808103971,1.8931423332020427,0.2561394184723958,0.06560740169537711,-1.8931423332020427,-0.2561394184723958,-0.06560740169537711,2.024624121722378,-0.8813376685500651
1,0,0,1,2,0,0.3567126390359526,4.11888616971691,1.1306971209217331,1.2784759792606963,-4.11888616971691,-1.1306971209217331,-1.2784759792606963,0.26998212884725664,0.5395079089284784
1,1,0,2,0,0,0.7468468106342946,1.0192111607751637,0.7294214551236187,0.5320556591946574,-1.0192111607751637,-0.7294214551236187,-0.5320556591946574,0.04563574806316881,-0.4631575640774279
0,0,0,2,0,0,-0.08824545029310012,2.021466088799733,2.6054992820618312,6.788626508824718,-2.021466088799733,-2.6054992820618312,-6.788626508824718,2.2827502622784284,-0.2209080836005035
0,0,0,2,0,0,1.0100636968649277,1.3740130858424908,0.28467629432199165,0.08104059254890121,-1.3740130858424908,-0.28467629432199165,-0.08104059254890121,0.9141790100320588,-0.8267216154093666
1,1,0,3,2,0,-0.30431016948979245,0.581812808565988,1.3261600921319572,1.7587005899634414,-0.581812808565988,-1.3261600921319572,-1.7587005899634414,0.003967721364646993,0.6772599667297055
0,0,0,3,0,0,-0.2138556009939144,1.2004292346068517,2.3267252094236195,5.413650200167386,-1.2004292346068517,-2.3267252094236195,-5.413650200167386,4.4084292677168495,0.1214575726515279
1,1,0,2,0,1,-0.9772462311318565,1.3725794452918105,0.38525261296842844,0.14841957579900172,-1.3725794452918105,-0.38525261296842844,-0.14841957579900172,2.087924487499104,0.009330555694344378
1,1,0,3,2,0,1.0171773476202053,1.992826056983832,1.091222978691096,1.1907675892234686,-1.992826056983832,-1.091222978691096,-1.1907675892234686,0.4233710667575052,0.9371096218055113
0,0,0,0,1,0,-0.7665204469788703,0.4298343907707962,0.4200106405593561,0.17640893818308062,-0.4298343907707962,-0.4200106405593561,-0.17640893818308062,0.9035484902530383,-0.33098848011865845
1,1,0,0,2,0,0.3497718177150592,1.3492254864630655,1.0351522127286248,1.071540103516968,-1.3492254864630655,-1.0351522127286248,-1.071540103516968,0.31467234407314354,0.781558572953392
0,0,0,2,1,0,-0.07131606712593476,0.1414947845636136,1.3054086255307416,1.7040916796100598,-0.1414947845636136,-1.3054086255307416,-1.7040916796100598,0.2690508272643517,0.4393757621292085
0,0,0,0,1,0,-1.0527830631116626,0.23856786801531316,2.8678421550791033,8.224518626448754,-0.23856786801531316,-2.8678421550791033,-8.224518626448754,0.5344505667066699,0.8570562717044778
0,0,0,0,0,0,-0.6091031438233208,0.4503948815085357,1.143998238241962,1.308731969100713,-0.4503948815085357,-1.143998238241962,-1.308731969100713,0.33964224960786804,0.8156041055249195
1,0,0,0,0,0,1.382872239040734,1.4299881083641655,0.5759662034512221,0.3317370675180146,-1.4299881083641655,-0.5759662034512221,-0.3317370675180146,0.37576389585880515,0.9820596100521393
1,0,0,2,0,0,0.20165754263448052,0.9727416300446581,1.585209065253333,2.512887780561346,-0.9727416300446581,-1.585209065253333,-2.512887780561346,0.07486168748873476,-0.7366464959256849
0,1,0,0,1,0,-1.009150341366842,0.29720289402759587,1.0020481365322673,1.0041004679277894,-0.29720289402759587,-1.0020481365322673,-1.0041004679277894,4.85599292346415,0.59203278418319
0,0,0,0,0,0,0.30532828734869183,0.8471029670287045,2.372948439199271,5.630884295098254,-0.8471029670287045,-2.372948439199271,-5.630884295098254,0.9829161918936228,0.6089887098950064
0,0,0,3,0,0,-0.1461140315945451,1.093798414702264,0.6163319152230954,0.37986502972256875,-1.093798414702264,-0.6163319152230954,-0.37986502972256875,0.11303427055702314,0.2887470563569736
1,0,0,1,0,0,3.4540464022441815,3.174410901426043,2.913509524429509,8.488537748941463,-3.174410901426043,-2.913509524429509,-8.488537748941463,0.14083926263648427,-0.442278083523596
1,0,0,3,0,0,0.2851238413422724,1.243769211103576,1.1446787757568664,1.3102894996682382,-1.243769211103576,-1.1446787757568664,-1.3102894996682382,1.3156346634103573,0.9302965432566301
1,0,0,0,3,0,-0.3806248470663645,0.9913964023128818,1.2142519620881111,1.4744078274348278,-0.9913964023128818,-1.2142519620881111,-1.4744078274348278,8.371243539011614,-0.5911557242195808
1,0,0,3,0,0,1.4200279177871042,4.996803848332899,2.232324236673768,4.98327149764112,-4.996803848332899,-2.232324236673768,-4.98327149764112,0.6688282732678624,-0.0008492432831219698
0,0,1,3,0,0,-1.8410361672928455,0.8670231680712976,0.6545489730462923,0.4284343581159559,-0.8670231680712976,-0.6545489730462923,-0.4284343581159559,0.22201240489163523,0.0429742256383725
0,0,0,3,1,0,0.09432015638109745,1.3770992680035619,0.6645437606727695,0.44161840984910716,-1.3770992680035619,-0.6645437606727695,-0.44161840984910716,4.524649764329954,-0.6763413103279223
1,0,0,0,1,0,1.9944284946810726,0.23633707473761695,1.5014302390296195,2.25429276267254,-0.23633707473761695,-1.5014302390296195,-2.25429276267254,1.0102286825186442,0.4450576446664818
0,0,0,0,2,2,-0.11619928435975406,0.7830110438636552,0.9350665311585566,0.874349417692896,-0.7830110438636552,-0.9350665311585566,-0.874349417692896,0.29258152759227835,-0.8222656716395205
1,1,0,3,2,0,-1.7333010446480788,0.5975862306891533,1.0383176388512512,1.078103519149637,-0.5975862306891533,-1.0383176388512512,-1.078103519149637,0.7589845993353842,0.38619555769342195
0,0,0,2,3,1,-0.39591796441059773,1.2882400008144859,0.7233034802355585,0.5231679245208709,-1.2882400008144859,-0.7233034802355585,-0.5231679245208709,0.7098372625858111,0.6972309925812739
1,0,0,1,1,0,1.4545180409590368,6.252759693305704,0.7817841844695302,0.6111865110866884,-6.252759693305704,-0.7817841844695302,-0.6111865110866884,1.2385344271379632,-0.3012071498352009
0,0,0,1,0,0,0.37606959632077114,3.41332514832855,1.9937916714351132,3.9752052290840223,-3.41332514832855,-1.9937916714351132,-3.9752052290840223,0.9463715413182515,0.4188416171984004
0,0,0,2,2,0,-0.8388561095125178,0.687762043647294,4.800235332434993,23.042259246757286,-0.687762043647294,-4.800235332434993,-23.042259246757286,2.731411696448315,-0.6864519837043004
1,1,0,0,0,2,-0.685242807179024,2.6002176291722727,0.33162586767663016,0.1099757161122778,-2.6002176291722727,-0.33162586767663016,-0.1099757161122778,1.6357543264793664,0.6918980029057573
1,0,0,1,1,0,-0.5597002711498134,9.569512638271155,3.3593987946858097,11.28556026173647,-9.569512638271155,-3.3593987946858097,-11.28556026173647,0.4435905330294018,0.9040633971064493
1,0,0,0,2,0,0.36119788405399617,1.5084888857978946,1.806099450265711,3.2619952242501036,-1.5084888857978946,-1.806099450265711,-3.2619952242501036,2.5489941110549816,-0.6946126130004462
0,0,0,1,0,0,1.3381961329386531,1.2838424114486673,2.6234858595742594,6.882678055386091,-1.2838424114486673,-2.6234858595742594,-6.882678055386091,0.3228746895497931,0.3837189479446643
1,1,0,3,0,0,1.052423012799171,0.4584518706499546,1.1538442701099978,1.3313565996656733,-0.4584518706499546,-1.1538442701099978,-1.3313565996656733,0.5202942773201786,0.011662193113051611
0,0,0,3,3,0,0.45601218210912847,10.236927093100935,0.5554538699264607,0.30852900161628155,-10.236927093100935,-0.5554538699264607,-0.30852900161628155,0.04977961464678428,0.06299866366475726
1,0,0,0,0,0,-1.3316447600574832,0.2893256078785873,0.851642352719651,0.7252946969458626,-0.2893256078785873,-0.851642352719651,-0.7252946969458626,1.3309143248466373,0.4129794372013764
0,0,0,0,0,0,-1.3279325139934413,1.4854004213876135,0.47606406751721997,0.22663699638104015,-1.4854004213876135,-0.47606406751721997,-0.22663699638104015,0.8722461381781671,-0.022519001327125476
0,0,0,3,0,2,0.5332520212137634,0.981599231361898,0.2625433392149667,0.06892900496614507,-0.981599231361898,-0.2625433392149667,-0.06892900496614507,1.3530017082499537,0.20065278403543352
0,0,0,2,0,0,-1.3454710979328943,3.038903349666875,0.9395229216231435,0.8827033202552875,-3.038903349666875,-0.9395229216231435,-0.8827033202552875,3.336066829856962,-0.5381979611772456
1,0,0,2,0,0,-0.22556702106860427,1.2414674878534275,1.2302951694567064,1.5136262039885058,-1.2414674878534275,-1.2302951694567064,-1.5136262039885058,0.4983816545132025,-0.24298680702273945
1,0,0,2,2,1,0.304150446186177,3.202494181132486,0.7985194697337759,0.6376333435439105,-3.202494181132486,-0.7985194697337759,-0.6376333435439105,1.4186278676721042,0.730480700143004
0,0,0,0,0,0,-1.1375939953626888,0.8876761980306549,1.1638632082264804,1.3545775674632359,-0.8876761980306549,-1.1638632082264804,-1.3545775674632359,1.0795526527414088,-0.7801949767032288
1,1,1,2,0,3,-1.0242623343588635,0.4920227033887589,0.2898986747766245,0.0840412416372431,-0.4920227033887589,-0.2898986747766245,-0.0840412416372431,2.23979360788339,0.19515052186727977
1,0,0,1,0,0,-0.09412106456781866,0.18191526155513557,2.3275736356690113,5.41759902946146,-0.18191526155513557,-2.3275736356690113,-5.41759902946146,2.9165906665259436,-0.6314258755302196
0,0,0,2,0,0,0.5036502875240538,0.5927323369191535,0.8808982331655776,0.7759816971942363,-0.5927323369191535,-0.8808982331655776,-0.7759816971942363,2.1537920333310034,0.6930791958467439
1,0,0,3,1,0,1.0615187704137568,1.797342839093847,1.0329604287033556,1.06700724726702,-1.797342839093847,-1.0329604287033556,-1.06700724726702,0.6595633825273449,0.15808790770709957
0,0,0,2,2,0,0.6070534347705518,4.467885452351182,1.772157250321968,3.1405413198687184,-4.467885452351182,-1.772157250321968,-3.1405413198687184,0.22098301809395873,-0.19390243465945778
0,0,0,1,0,0,0.07365659499219453,0.5736741405402397,0.6367031680955512,0.4053909242629116,-0.5736741405402397,-0.6367031680955512,-0.4053909242629116,0.11786772164975737,-0.5003506526963641
1,0,0,0,0,0,-0.7461947535570493,1.9767749301904398,7.970953700034661,63.536102888096245,-1.9767749301904398,-7.970953700034661,-63.536102888096245,0.32317492896112016,-0.12631060162073116
1,0,0,1,2,0,-1.0709069958445192,0.9845361098967982,2.7151881987911763,7.372246954854872,-0.9845361098967982,-2.7151881987911763,-7.372246954854872,0.5167615060525534,0.9152246518434846
1,0,0,1,1,0,-0.5108770883291476,0.30305981655382336,2.6789740407702527,7.176901911120897,-0.30305981655382336,-2.6789740407702527,-7.176901911120897,2.743605514062058,0.018418579487241127
1,0,0,3,3,0,0.40993558498056715,0.27688128891951663,1.1287469576114144,1.2740696943170242,-0.27688128891951663,-1.1287469576114144,-1.2740696943170242,0.4570908297704887,-0.06102093660027963
0,0,0,1,0,0,0.33662370662734287,0.5652980822416649,0.5662078662377594,0.3205913477895165,-0.5652980822416649,-0.5662078662377594,-0.3205913477895165,0.02645748216770035,0.49254762700061816
0,0,0,1,0,0,-2.0999019857251224,0.28442744300368505,1.4922698395886567,2.226869274145955,-0.28442744300368505,-1.4922698395886567,-2.226869274145955,0.42783198356132,-0.2419058583361866
1,0,0,3,0,0,-0.785677028267503,0.07300498341350749,0.5582170478854593,0.31160627254995726,-0.07300498341350749,-0.5582170478854593,-0.31160627254995726,0.47542711803281973,-0.14515210023841196
