gender,income,age,loan_amount,credit_score,loan_approved
Male,21594.303710110427,57.65592693825501,24760.784025184847,726.838196827557,0
Female,9773.763901356215,76.13724517173293,5129.357486097821,593.5723173825586,0
Male,19862.22619102501,46.74299246037104,18880.441106336883,703.2922037282511,0
Female,10549.72764865754,74.65336202297821,45120.40784169868,531.5025953261454,0
Female,18030.53547696728,49.9118561409217,14514.104880684823,635.9869084345842,0
Male,31017.052054737716,53.76718094602289,19554.850347706564,629.6859810405477,0
Male,23412.700841029393,31.564099771044326,38777.10487099114,780.4057287742817,0
Female,9018.501819007919,70.18474036839038,31095.358336505098,698.1802936337775,0
Male,18256.895370447477,52.54656044926688,18020.37149225616,742.936440359983,0
Male,40886.352351963316,57.96147378316758,12270.323109616653,683.6764474930518,0
Male,18530.296514055462,27.353139649097116,22704.493787732346,806.3588899098577,0
Male,28527.213628063044,29.962892302754234,35109.18236042492,755.9667410291341,0
Female,25885.910056908124,73.19328960113575,26052.293288726873,678.4733967173144,0
Female,10787.029057932503,71.94381765221402,17077.70593986175,745.5696556679354,0
Female,12389.507897226802,62.25469442915591,23668.58002625677,761.636870648912,0
Female,11333.15784185147,64.09081166769863,16511.347728150635,719.796785749581,0
Female,10212.786145097958,78.26450190105844,5229.214190453613,724.1297064442649,0
Male,14127.24735970713,41.27106964975087,23110.75222942728,690.1982056233232,0
Female,13281.1486337223,61.96901442460257,48368.18571088454,804.5819106539012,0
Female,7988.623631365551,66.84973612154906,55549.25367637847,634.3082586230969,0
Female,13178.358392608367,37.606393694277166,26060.078050286986,676.0359818707577,0
Female,31141.864670360792,71.70681478752502,51456.70724647586,655.9075661837671,0
Male,7426.473517097576,34.025449291887725,26086.23851526623,697.9711144135214,0
Male,12451.365616512452,47.7117580533413,34588.40733001148,679.0720214562891,0
Male,3350.5882293633604,42.51945618362699,47425.99463558571,705.7916247731637,0
Male,20288.434089667793,38.61727333485698,11877.861146553336,646.021971946968,0
Female,15017.833519140398,74.03449909241823,77470.44194929123,616.1600787806966,0
Female,11556.912554860392,50.93814869575341,12022.082119759178,716.2357127019441,0
Male,8307.610028928351,35.594647375150885,17619.532606594912,637.5274680269822,0
Female,9099.69150267061,67.45185405577965,15673.30911470738,631.1917680822432,0
Male,17172.25421244939,54.727227413757205,10045.497377734137,715.9781706397736,0
Male,54239.88373662389,45.475302274932275,20110.927796283646,703.303487572712,0
Male,51370.2308360346,46.43638951907203,19572.193785271065,698.7614425110562,0
Male,35284.793173035374,36.084014813877374,22557.77004507331,703.9065755137165,0
Female,19634.488369981143,53.46598611861685,55608.27651976812,787.7720345488724,0
Male,72491.76420053968,37.514233326488885,13486.498609523664,783.9918746847881,0
Female,8162.06536793242,52.93550487626737,9501.1187945594,833.2120321022545,0
Female,16843.489108173635,71.96073796984733,70763.1524397787,652.598627528985,0
Male,20946.56897928904,39.697486296884286,35480.10591677289,760.5513762126996,0
Female,11212.3209870441,74.03197773406328,13691.143335777662,766.2335110978593,0
Female,17822.98542877172,75.44627819185447,87604.38671071913,619.5938075171149,0
Male,19733.102886255696,40.33403868208336,19630.14798090096,678.9400612754607,0
Male,9272.921694785247,25.59163621229019,26575.923417823797,771.7277209668088,0
Male,38853.66743307754,18.64705249920312,11071.339683070706,644.1155756667501,0
Male,39022.97103427178,42.978971754604736,10009.306184645851,685.691637291884,0
Male,35363.84044910509,31.705262011222963,13646.33122008594,670.7888011281602,0
Female,10101.644666330665,38.86453711157077,33474.83570951954,706.64855747359,0
Female,9233.928048241612,52.91973971174694,3147.4556475531826,586.278018694322,0
Male,10138.81746724329,41.33185772495007,16247.634531205613,731.5200269383602,0
Male,23163.2789786966,36.21598472037908,11321.412244977742,633.303090672642,0
Female,14350.968232723735,68.66454345463298,24674.98352704783,658.0134199459607,0
Male,10867.69707289578,49.50315657818644,47154.074979916804,727.9026133680945,0
Male,17082.085638216704,53.4729690018783,60893.59648351555,736.6866139661772,0
Male,16424.120490038036,40.24047769119066,14677.375646897492,709.0128240660574,0
Female,16043.653735510317,62.96474222812734,10967.051237143018,671.8982577193725,0
Male,29139.990627265088,40.91650077601142,19319.69502099392,739.7576943828755,0
Female,11435.66774769648,71.53276969120944,14730.859378740062,657.1581651366293,0
Female,8064.677665306267,63.56776943410733,17963.622471824307,724.9123688438832,0
Male,24582.934384788445,26.025106596392064,35936.10434757342,638.1134485185187,0
Female,14105.734548385772,55.01985987904391,18305.583320464088,690.7426988176613,0
Male,23462.69927844137,56.68311119564515,35379.141240718534,707.4074952286501,0
Female,10369.955721898656,61.586375949422475,11485.248540024646,753.7924209253605,0
Female,10438.51768080425,61.664692859654046,21676.7263237378,759.94356712798,0
Female,18745.123836220944,78.35724894483133,4639.7570260495695,716.2814926040836,0
Male,12979.672734268024,23.482650562740446,58721.90609595139,749.0394386957236,0
Female,18279.38794631741,68.26957867149352,1901.038014244487,691.846255478347,0
Male,44295.88420236143,37.63930170384967,17931.680850883255,583.5411223996512,0
Male,38384.38651150887,47.42275233207015,14583.179222518283,708.9130019843822,0
Male,22484.917568713154,33.073597748991176,42480.48154258652,714.249906836848,0
Female,12454.635056102416,62.088343374138745,30238.99660443649,755.1129540106443,0
Female,21679.654953037294,53.86237572370162,57607.51155034501,663.8407790058112,0
Male,33018.29189353017,51.494180762720205,13634.462456053103,791.106540966052,0
Female,15490.646754171636,71.87266723045137,46139.64561738705,631.8625078163636,0
Male,13671.433813236485,34.479825156781885,86280.11524188347,705.5683246582558,0
Female,10262.793834966329,40.30985865042313,110723.49149899745,667.2338350778492,0
Male,24159.165357964757,33.010545917651,18348.021403720217,692.4619978901168,0
Female,9685.882086704685,48.12799602337269,93418.14562554465,727.2089828146029,0
Male,43552.17069518333,24.18298826275101,16142.211341931052,768.652854566151,0
Female,7791.481491285053,72.87507577186517,32242.455433005172,715.0417695645766,0
Male,49047.15770892465,44.973284303652214,24767.418617964795,660.5432066200731,0
Male,14495.325009005015,37.9775475614958,30087.81427948115,754.5821396560682,0
Male,43603.390870865245,44.304427038090694,23544.26285000768,780.6195549706796,0
Female,11199.119877065448,58.540398874371746,20796.844273290815,686.7256898806222,0
Female,14798.480938875338,57.89848352715979,36691.36956888377,687.776584590368,0
Male,9179.655580820696,62.53935916294241,13809.202553091653,640.2262634552659,0
Female,12311.352911104783,73.50792018777979,18786.74534821644,685.2397901768678,0
Female,17513.990222113716,76.87388467560247,5798.280080117393,614.6293665523581,0
Female,12788.140501579619,39.54250065173788,6497.254964250592,600.1796669245659,0
Female,13432.88608551324,58.490707203809805,62592.04385617774,668.9446145455843,0
Male,16113.599264695566,39.983226828664,26125.49742502522,730.0897627027817,0
Male,11728.035167867936,53.14346113716524,21398.809602639907,742.1137918737788,0
Female,10195.612901299652,68.36261448535572,14028.356103133057,747.207401018027,0
Female,10995.828482513847,71.79925136546412,16112.948707749883,668.2030133778724,0
Female,10223.470683391122,77.44164223318231,15965.75303229538,733.7242202516854,0
Male,22587.17514421474,47.926650668400846,20207.746686037615,713.5249003960304,0
Male,107151.76630362036,43.02322747431273,17394.448706531373,664.519962373487,0
Female,16799.26018361174,75.88684029408883,16596.767754566477,619.0122498197061,0
Female,8497.812886787999,75.16379702301933,21827.516109684624,646.89010442002,0
Female,10507.254620012058,72.51601196953466,17568.904259452524,654.9996769287918,0
Female,15507.931624134084,71.65227194891402,75063.64242564338,663.4861429920606,0
Female,9296.533685062106,74.76752824840432,13057.07586405547,745.1061842432533,0
Male,14656.098271860978,40.88911357964899,12537.456988105512,819.4201799975259,0
Male,16508.907324522963,15.95481615393686,25392.608638396698,678.3059795867194,0
Female,10453.056980273832,53.939299164312374,22650.710305706107,615.3423191818472,0
Female,19572.22457046999,74.12780304786602,43323.58949183139,689.4786007750214,0
Male,6710.965554459374,44.986393255166945,21531.2650680317,674.8849514555834,0
Male,21525.76133733741,46.37159743550995,33754.32662479438,747.7858188894393,0
Female,9358.26301918547,65.66585074698772,15913.448271621493,581.2100987264648,0
Male,42790.21402600542,45.49022087121916,9557.673157370176,644.0358051363268,0
Male,28250.6198308108,45.91066936335061,18424.704624723116,660.8384889007002,0
Female,14022.431149954919,62.474379161132816,18946.912119730237,667.1771277142025,0
Female,12304.732645198581,64.98504572569894,41084.65785799028,635.8322334686494,0
Female,15432.516236332991,60.14859437598685,21548.739895548544,605.9760492762791,0
Male,10286.734727575244,54.713657032531664,13726.033457827194,767.4757829350182,0
Female,18527.17759619178,68.49042582158339,33349.81520923562,667.9339755088562,0
Male,20013.271374666107,31.566736467740327,46799.79561759671,616.6561434651221,0
Male,11986.082561119123,36.484515241956174,19169.53645632573,696.5880900729194,0
Female,15952.173887946337,75.81542409785055,81832.79239506125,719.5704489492346,0
Female,26610.231516258493,60.79988313189084,231534.7110233604,738.6550405190443,0
Female,4006.9714816351498,70.38684722076727,86890.61159440226,774.705725146068,0
Female,17601.739602452937,69.62315589944818,18170.527883857092,699.7753587028111,0
Female,12534.706176839132,64.83207585339926,9925.906095085858,649.5062847633523,0
Male,28317.145464303292,48.36653371845954,17929.93593801336,843.6091418013203,0
Male,21842.569257044273,40.24225861060468,26878.167105747096,692.3863479871586,0
Male,18032.09007256465,42.70815283049596,20443.328422035713,634.9826359435045,0
Male,37464.67591870517,34.09956628722636,41553.70446542099,683.6403078454709,0
Female,11516.352023742686,69.27121183189226,34900.52541237129,678.8538405767723,0
Male,12482.781858433838,41.34974288550864,22145.30698006643,666.6799171837088,0
Female,14155.394306744633,66.91346228879829,76604.11441395168,684.4950956354469,0
Female,18944.477002075357,55.57371730922759,45996.802144100315,783.3467327005753,0
Female,11443.518622115567,67.48066646217421,25606.56216082704,573.474628091882,0
Female,11894.683366482517,73.88506406488341,120902.30529177607,580.4033141010491,0
Female,41307.53054319869,60.7203579995539,17296.41674831187,771.251408969732,0
Male,66140.51309480143,40.070141838474996,31247.61475039347,671.523757767671,0
Male,8794.066559411745,32.213286523601184,17399.25088294507,664.2916937789153,0
Female,7449.376656290508,61.8997840101006,42947.03001918529,734.4327365393063,0
Male,12770.568840393234,34.95536916452933,29045.786636549125,637.1890684076916,0
Male,31649.08360939022,37.119505279949344,37625.93655316443,670.2311090960216,0
Female,8951.218764889536,70.14362044528629,6308.366525968962,679.3584903501703,0
Male,27113.51595151638,31.86068889402681,33738.045231151984,642.2704192161692,0
Female,23485.1814029543,67.5966505781727,50202.33722749507,626.5167471724457,0
Female,10792.23167606434,51.757655920027275,24722.39028207408,568.5966821001962,0
Female,27270.680853226942,62.37285796373193,60336.69242468613,681.8951307237013,0
Male,16663.140981919914,40.026228173151,54882.294502721685,673.4965610724588,0
Male,42222.15313862524,39.54439243424589,19970.90271097466,742.4103737223145,0
Female,14155.725528362333,69.87892827543692,76727.2580740996,707.319859958783,0
Male,32099.901825721263,45.17104838707479,6228.005853163209,697.159923089225,0
Female,23387.603042873623,48.16323969259314,5344.172264041383,703.7151104637098,0
Female,22271.28233620687,61.55600987291761,57552.44499742345,674.6722473619127,0
Female,16387.80642260642,67.17857913055053,22057.559921197746,598.3006602926158,0
Male,29154.114443543654,24.941806006592348,41897.52742814608,651.5244491874514,0
Male,15889.635371279384,46.35577203455706,36911.12188001587,733.4825718996265,0
Female,9638.553565263524,73.65642974359183,9906.57677161096,681.6584813886652,0
Male,8849.04055471711,33.89221102358304,28327.79415346894,645.7928457190767,0
Male,38397.76349840493,38.832410446652844,15179.22987944422,687.56262432526,0
Female,6552.7975477230975,77.06898286433781,57058.35471671722,700.8058693823963,0
Female,13631.93806433033,67.71194471213576,15023.118712277583,776.9029885882285,0
Female,22134.907278946434,59.271375313740194,18756.03961075421,652.6444195372798,0
Female,19347.565114001038,66.4348316756452,27561.039754328267,724.9482169296169,0
Male,13944.427667910077,54.865441403370994,42200.85277130137,626.9790755990861,0
Female,26870.810885977236,59.276670523496534,95294.00545851172,682.9322479966161,0
Female,10639.996603347969,60.47399936640239,17084.25538734479,644.4736521571417,0
Male,35399.59248525051,54.7930444441846,35108.30428246405,613.9485868531219,0
Female,5581.202211838729,61.514605697284885,36463.77437831169,775.8602388829514,0
Female,8329.207759721006,44.603689232770435,22871.106424447178,560.211293813037,0
Female,18520.803583652698,45.002248418761184,10832.336292040309,689.6667851069772,0
Female,10363.848530532212,60.48161962617258,2832.5949480324466,715.1929047411239,0
Female,16064.762001887893,49.267759839693746,59634.78808445493,629.2436186217083,0
Male,14017.72292274216,58.15957696232194,28903.660882882836,753.3133443294304,0
Male,20575.260839848703,38.874629358054065,26560.394054427852,746.740548850606,0
Female,16177.875739531555,53.073699208101836,12619.682664825337,723.4927518438199,0
Female,16573.912947834415,71.29240978661849,69044.13950012483,659.6173007752811,0
Female,9468.301408890635,72.48377059005355,24759.557389746235,600.89114669605,0
Female,22964.030285184443,72.70620778475086,91554.63184470196,681.5998190171182,0
Female,11907.421947845914,67.04025401217723,30992.22131369206,758.1342858045394,0
Female,11458.634248403672,77.705988292385,33940.48476867391,733.0705997423031,0
Female,31090.117654557005,55.79402209951549,7778.980661828265,601.3349862984435,0
Female,16466.885385611185,77.44499275384611,43658.23207795884,670.2542082407969,0
Female,19343.586952357564,70.99277588688763,50819.141985334434,673.4075928543242,0
Female,22970.29578488525,50.286946732509385,25765.56980473812,715.5397543307356,0
Female,10299.08566837048,70.52104332068576,59279.18021289616,673.9189868123831,0
Male,26325.570660653753,24.793057266832825,16849.67591236943,711.4236552414535,0
Male,22002.3103930757,46.1870262190713,12517.653025593754,708.8435378320287,0
Male,23956.363281323505,51.13014443935635,18530.8713446898,646.4833428372551,0
Female,11982.469804652812,66.67675470845631,59826.5542083929,573.5726820892521,0
Male,9939.208839095429,25.259516082570716,25424.027371214215,701.4041357482071,0
Male,30774.60556113944,47.67372161226476,17247.91562409241,732.1659758527053,0
Female,14866.77686948237,78.40810642554396,16281.948016176782,719.0403907439917,0
Male,33170.070894140874,34.194953227819916,19036.55872073538,796.2250530222773,0
Female,17497.302641530387,73.92639475103105,12128.057423594088,654.1176517903974,0
Male,31648.023816095352,29.142576790330697,8666.044697112227,712.2041993551991,0
Male,17222.679211538605,34.72646756539785,21955.647551152553,693.8378841219003,0
Female,13622.437847531362,58.267124783462044,140574.00087345723,639.7062523699055,0
Male,23264.291732826063,53.60112010506813,21851.59156246362,700.4426096353511,0
Male,23496.803496711604,51.05338338010117,61382.092139688975,684.5486781905689,0
Female,11552.998898026963,66.57838557069164,79248.85017034088,637.083831369885,0
Female,18748.039819541245,77.34825350183056,19055.38918632757,701.2612463001708,0
Male,76604.11414429823,52.9964037430947,28086.619862552172,634.2888850672258,0
Female,10280.520855021416,79.22189714248864,87762.90425975666,665.6433375111009,0
Male,23104.663276283132,39.43085836589824,19381.092988492455,701.0911987906285,0
Male,2203.9504119939193,22.947110653859145,21437.385706414425,775.3372480127224,0
Female,13426.102386783188,64.71076932858657,33667.97039126268,662.5976032160872,0
Female,14535.49609399313,49.73611279467396,10648.901552021389,621.4279786514514,0
Female,20298.883556075325,53.05164700233968,22754.942517886244,739.2438538172345,0
Female,11037.319675750094,65.01077791539089,29595.957030330723,620.5761090336563,0
Female,7709.744294788798,63.67751437263708,40669.27785581414,840.9866922588699,0
Female,13737.880289131797,70.53878698319258,41108.17588518653,648.8339540398622,0
Male,8641.561136095595,39.531371881371754,32880.68214685992,710.1380694571018,0
Female,12026.41035740744,69.09060172110402,47759.27102795948,745.5881450128898,0
Male,27062.252319006573,42.894478146973825,30870.294952568576,661.9901812635422,0
Male,32008.808779108906,36.26781820623336,24445.85825170339,660.3069768583131,0
Male,32367.981471075786,35.14546378614307,18261.187875004296,834.8684119467536,0
Male,13736.03887379638,24.332020425150166,12847.95357465014,643.5482153731707,0
Female,16037.873712685669,45.081778096705605,27052.88395013549,576.9043501695378,0
Female,3517.96993851891,63.94380178167822,32164.770823484905,589.3194918187319,0
Female,22327.078723123996,74.38561264540166,179166.56931606666,715.6055648854092,0
Male,53706.34455004359,29.98185204437611,30334.851346890002,687.0066336167711,0
Male,6448.079983751868,30.994691467065692,15447.567672288054,702.1348982629405,0
Male,19294.256613729405,46.183769205066994,16797.730578079856,682.7929452030554,0
Male,9901.018755109422,48.81663648409047,21617.873663762814,757.4602010062351,0
Female,17253.515811941383,68.75889174612215,6486.937692277965,725.0044180471285,0
Female,19094.129709223602,59.90641619916866,26398.87545994011,642.4353050446875,0
Female,18515.09092153183,75.68443828057336,119512.48937221896,685.50237254731,0
Male,28844.08167281621,49.36820043574258,23124.21414857558,694.1622242327051,0
Female,15777.956136716108,73.11283954435869,42088.16798177964,615.9399733091334,0
Female,8636.032143566195,75.78047604887936,13050.987005926378,679.6130802348125,0
Female,9893.06491757612,55.0895835546825,100000.62932343973,731.2275982524375,0
Female,19114.148318407202,71.87982802696891,46980.182389572896,710.6826673185992,0
Male,18997.399254630865,28.346399001565786,66041.36461080605,678.0981057034318,0
Male,34237.58402786826,30.038668443140807,10653.73052811339,624.5918844217628,0
Male,22110.965138627213,51.27885532647451,23137.6207026253,624.6235087845348,0
Female,19229.42338160841,75.05875054565749,15931.12176802245,693.1661264340573,0
Male,6458.953570851703,35.89637680251649,26833.500163451445,778.1147152812151,0
Male,15562.344606552042,28.656094646287897,7679.628849667325,563.9142506952041,0
Male,41508.800791550966,27.83933481073593,18414.2572668884,686.7288111801834,0
Male,35347.21886532839,32.30835002971277,14627.942819483435,727.2142913255005,0
Female,7269.35730694799,63.08899481746891,15170.96842673848,581.4908294692302,0
Female,27047.818075214385,58.55169761245196,11685.744358974354,754.4556503370219,0
Male,58076.91281495028,34.73211128576377,19090.373154801844,659.6335881389048,0
Male,12345.71131604638,50.82876794551996,12411.41509777214,773.799872704824,0
Male,25026.602527647876,38.477011267035536,14482.597801545793,677.4040786682057,0
Male,21890.075204065823,53.54340046991838,22460.800973985697,638.6172180597803,0
Male,19844.37176872371,62.117303503962134,10930.721481870012,675.3161664793354,0
Male,49175.7199135058,50.281617392661914,28553.342617685063,713.3609380836839,0
Male,14428.11031513499,40.94550955222577,19967.582939691583,661.6142248101405,0
Female,16232.235343217895,64.95761916379536,127043.38595043673,703.4617478356117,0
Female,9314.930313282319,50.63239063774849,4657.590797469222,758.4072083424021,0
Male,17328.433035376547,21.640016360249575,43901.69018021158,718.3972727794462,0
Male,167113.70892263652,33.453745857879554,30257.869209565994,770.1754625263331,0
Female,10920.835179521255,68.33923665477361,29333.34150084858,581.3223975571394,0
Female,22575.957958943618,63.92408328587049,7780.334313261413,648.781370866117,0
Female,9524.536562530855,77.01459160410525,45464.55163030503,798.9080751453893,0
Female,9970.10798534791,61.85210788738063,5091.860810731125,737.9592915814432,0
Male,11906.842913251701,44.40884801441647,29913.668440360387,706.0421945967075,0
Male,23599.128516277116,48.12342950451358,20731.08374396992,699.0782646639661,0
Female,32573.741695925917,76.96225833583983,33380.96567252606,614.0538332899009,0
Male,43174.85244614375,47.2818371308953,10480.808861264188,639.8416293183051,0
Female,15276.749919408856,68.89090323042024,10233.195640641738,673.8139199272773,0
Female,19487.090777586916,57.22448480162343,91990.29881081202,681.3950677603736,0
Female,19338.073393682527,73.53746948013205,101934.78427662801,725.2024440109234,0
Male,16136.147191249658,25.759263573329147,15942.734750957263,603.4822272613469,0
Female,12525.840197320627,60.072789360994705,25416.2268928229,686.4288380622313,0
Male,19662.84102677012,53.26318216859578,18436.878213921842,725.6522624550574,0
Female,12837.115338259257,47.52209151828734,20755.62200938708,762.6228927568839,0
Female,11196.135557434816,71.60886290473742,21396.84344866876,700.6239321102948,0
Male,19589.30615697215,49.896045427573455,15561.29433732973,673.8563193772176,0
Female,6696.087763359665,63.341682620330346,36025.156937373926,693.1955881587609,0
Female,18557.81551550013,71.22333795588409,14704.40690657469,651.4702825850061,0
Male,14038.62585626264,37.97913093562071,11722.55167161455,618.4267156581294,0
Male,35441.0705140145,43.475987709747855,27268.527431691517,722.1377835390679,0
Male,9081.599985137958,37.73665583609324,11607.913015711258,672.146151635414,0
Male,41551.15528229749,41.141260743591005,30681.89830007978,781.2373575906577,0
Male,16005.915728138023,34.96441874587294,54683.71963964213,714.8262686353501,0
Female,9316.652647806164,60.76954545186969,27803.005717509215,685.9445785145554,0
Male,11222.466178449838,43.138430319045675,30072.948483510874,711.3489226011353,0
Male,27634.70684918103,58.97885837684183,29647.717136851817,682.0140553709251,0
Female,10723.385149795702,64.54042804322543,18936.170155337033,641.7389655513837,0
Male,35203.41393511732,38.1583448219502,26502.380655729554,655.8170030691504,0
